Artist_Album,Label,Country,Format,Genre,Release_Date,Style,Media_Condition,Sleeve_Condition,Seller_Rating,Recorded_at,Pressed_by,Price,artist,album,reclabel,recyear,sleeve_cond_abbr,media_cond_abbr,seller_rating,rating,votes,haves,wants,price
"Prestige All Stars* Featuring John Coltrane, Frank Wess, Paul Quinichette – Wheelin' & Dealin'","Prestige – 7131, Prestige – PRLP 7131",US,"Vinyl, LP, Album, Mono, Reissue",Jazz,1959,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.2%,"Van Gelder Studio, Hackensack, New Jersey",,$155.99,"Prestige All Stars* Featuring John Coltrane, Frank Wess, Paul Quinichette ", Wheelin' & Dealin',Prestige ,59,VG+,VG+,0.992,4.17,6.0,59,149,155.99
"Coltrane* – ""Live"" At The Village Vanguard",Impulse! – A-10,US,"Vinyl, LP, Album, Mono",Jazz,1963,"Modal, Hard Bop",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),98.2%,Village Vanguard,,$160.00,Coltrane* ," ""Live"" At The Village Vanguard",Impulse! ,63,VG+,VG+,0.982,4.61,31.0,231,232,160.0
John Coltrane – Blue Train,"Blue Note – BST 81577, Blue Note – BLP 1577",US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1967,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good (VG),99.9%,"Van Gelder Studio, Hackensack, New Jersey",,$157.49,John Coltrane , Blue Train,Blue Note ,67,VG,VG+,0.9990000000000001,4.73,45.0,329,663,157.49
Gene Ammons – Tenor Sax Favorites: Volume Three,Prestige – PRLP 149,US,"Vinyl, LP, 10"", Album",Jazz,1953,"Bop, Hard Bop",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,,,$150.00,Gene Ammons , Tenor Sax Favorites: Volume Three,Prestige ,53,VG+,VG+,1.0,5.0,1.0,8,18,150.0
John Coltrane – My Favorite Things,Atlantic – 45-5012,US,"Vinyl, 7"", 45 RPM, Single, Promo",Jazz,1961,"Hard Bop, Cool Jazz",Near Mint (NM or M-),Sleeve: Generic,100.0%,,,$156.91,John Coltrane , My Favorite Things,Atlantic ,61,,NM or M-,1.0,,,3,26,156.91
The George Wallington Trio* – The George Wallington Trio,Savoy Records – MG-12081,US,"Vinyl, LP, Album, Mono",Jazz,1956,Hard Bop,Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,,,$150.00,The George Wallington Trio* , The George Wallington Trio,Savoy Records ,56,NM or M-,NM or M-,1.0,4.0,1.0,19,23,150.0
Clark Terry With Thelonious Monk – In Orbit,Riverside Records – RLP 12-271,US,"Vinyl, LP, Album, Mono",Jazz,1958,"Hard Bop, Bop",Very Good Plus (VG+),Sleeve: Good Plus (G+),100.0%,Reeves Sound Studios,,$150.00,Clark Terry With Thelonious Monk , In Orbit,Riverside Records ,58,G+,VG+,1.0,4.33,18.0,168,232,150.0
Jerome Richardson – Midnight Oil,New Jazz – PRLP 8205,US,"Vinyl, LP, Album, Mono",Jazz,1961,Hard Bop,Very Good (VG),Sleeve: Good (G),99.7%,"Van Gelder Studio, Hackensack, New Jersey",,$150.00,Jerome Richardson , Midnight Oil,New Jazz ,61,G,VG,0.997,4.6,10.0,34,131,150.0
John Coltrane With Tadd Dameron – Mating Call,Prestige – PR 7247,US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1964,Hard Bop,Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Hackensack, New Jersey",,$150.00,John Coltrane With Tadd Dameron , Mating Call,Prestige ,64,VG+,NM or M-,1.0,5.0,3.0,57,96,150.0
The Horace Silver Quintet – 6 Pieces Of Silver,Blue Note – BLP 1539,US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1959,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.7%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$150.00,The Horace Silver Quintet , 6 Pieces Of Silver,Blue Note ,59,VG+,VG+,0.997,5.0,4.0,24,70,150.0
The Jazz Messengers* – At The Cafe Bohemia Volume 2,Blue Note – BLP 1508,US,"Vinyl, LP, Album, Mono",Jazz,May 1956,Hard Bop,Very Good (VG),Sleeve: Very Good (VG),100.0%,Café Bohemia,Plastylite,$150.00,The Jazz Messengers* , At The Cafe Bohemia Volume 2,Blue Note ,56,VG,VG,1.0,4.62,29.0,205,409,150.0
Bennie Green – Hornful Of Soul,Bethlehem Records – BX-4019,US,"Vinyl, LP, Reissue, Mono",Jazz,1965,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good (VG),99.5%,,,$150.00,Bennie Green , Hornful Of Soul,Bethlehem Records ,65,VG,VG+,0.995,,,19,21,150.0
Lou Donaldson – Blues Walk,Blue Note – BST 1593,US,"Vinyl, LP, Album, Stereo",Jazz,1959,"Bop, Hard Bop",Very Good (VG),Sleeve: Very Good Plus (VG+),99.8%,"Van Gelder Studio, Hackensack, New Jersey",,$150.00,Lou Donaldson , Blues Walk,Blue Note ,59,VG+,VG,0.998,4.38,8.0,44,152,150.0
The Ray Draper Quintet Featuring John Coltrane – The Ray Draper Quintet Featuring John Coltrane,"New Jazz – 8228, New Jazz – NJLP 8228",US,"Vinyl, LP, Album, Mono",Jazz,1958,Hard Bop,Very Good (VG),Sleeve: Very Good (VG),100.0%,,,$150.00,The Ray Draper Quintet Featuring John Coltrane , The Ray Draper Quintet Featuring John Coltrane,New Jazz ,58,VG,VG,1.0,4.24,17.0,124,289,150.0
Lou Donaldson – The Natural Soul,Blue Note – BST 84108,US,"Vinyl, LP, Album, Stereo",Jazz,Feb 1963,"Soul-Jazz, Hard Bop",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,,Plastylite,$160.00,Lou Donaldson , The Natural Soul,Blue Note ,63,VG+,VG+,1.0,4.48,21.0,122,164,160.0
Johnny Griffin Quartet* – The Kerry Dancers,Riverside Records – RLP 420,US,"Vinyl, LP, Album, Mono",Jazz,1962,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good (VG),99.7%,Plaza Sound Studios,,$150.00,Johnny Griffin Quartet* , The Kerry Dancers,Riverside Records ,62,VG,VG+,0.997,4.29,7.0,65,121,150.0
Max Roach Quintette* – Max,Argo (6) – LP 623,US,"Vinyl, LP, Album, Mono",Jazz,1958,Hard Bop,Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),98.6%,,,$150.00,Max Roach Quintette* , Max,Argo (6) ,58,VG+,NM or M-,0.986,4.42,12.0,126,122,150.0
Miles Davis – 'Four' & More,Columbia – CL 2453,US,"Vinyl, LP, Album, Promo, Mono",Jazz,1966,"Hard Bop, Modal",Near Mint (NM or M-),Sleeve: Very Good (VG),100.0%,,,$150.00,Miles Davis , 'Four' & More,Columbia ,66,VG,NM or M-,1.0,4.67,3.0,11,53,150.0
The Horace Silver Quintet & Trio* – Blowin' The Blues Away,Blue Note – BLP 4017,US,"Vinyl, LP, Album, Mono, Microgroove",Jazz,Oct 1959,Hard Bop,Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),99.4%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$157.36,The Horace Silver Quintet & Trio* , Blowin' The Blues Away,Blue Note ,59,NM or M-,VG+,0.9940000000000001,4.62,78.0,682,361,157.36
"Benny Bailey, Nathan Davis, Mal Waldron, Jimmy Woode, Makaya Ntzhoko*, Charly Campbell* – Soul Eyes / ""Jazz"" Live At The Domicile Munich",MPS Jazz Series – YS-2311-MP,Japan,"Vinyl, LP, Album, Reissue",Jazz,1970,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Domicile, Munich",,$150.00,"Benny Bailey, Nathan Davis, Mal Waldron, Jimmy Woode, Makaya Ntzhoko*, Charly Campbell* "," Soul Eyes / ""Jazz"" Live At The Domicile Munich",MPS Jazz Series ,70,VG+,VG+,1.0,4.33,3.0,17,102,150.0
The Horace Silver Quintet – 6 Pieces Of Silver,Blue Note – BLP 1539,US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1959,Hard Bop,Very Good Plus (VG+),Sleeve: Good Plus (G+),99.0%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$153.91,The Horace Silver Quintet , 6 Pieces Of Silver,Blue Note ,59,G+,VG+,0.99,5.0,4.0,24,70,153.91
Tommy Turrentine – Tommy Turrentine,Time Records (3) – T/70008,US,"Vinyl, LP, Album, Promo, Mono",Jazz,Mar 1960,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,,,$150.00,Tommy Turrentine , Tommy Turrentine,Time Records (3) ,60,VG,VG+,1.0,5.0,2.0,2,13,150.0
John Coltrane With Red Garland – Soultrane,"Prestige – 7142, Prestige – PRLP 7142",US,"Vinyl, LP, Album, Mono",Jazz,1958,Hard Bop,Very Good (VG),Sleeve: Very Good (VG),99.9%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$160.00,John Coltrane With Red Garland , Soultrane,Prestige ,58,VG,VG,0.9990000000000001,4.4,85.0,549,758,160.0
Arnett Cobb – Party Time,"Prestige – 7165, Prestige – PRLP 7165",US,"Vinyl, LP, Album, Mono",Jazz,1959,"Hard Bop, Soul-Jazz",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,,,$150.00,Arnett Cobb , Party Time,Prestige ,59,VG+,NM or M-,1.0,3.67,6.0,102,63,150.0
Chet Baker – Chet,Riverside Records – RLP 12-299,US,"Vinyl, LP, Album, Mono",Jazz,1959,"Hard Bop, Cool Jazz",Good Plus (G+),Sleeve: Very Good (VG),99.1%,Reeves Sound Studios,,$150.00,Chet Baker , Chet,Riverside Records ,59,VG,G+,0.991,4.46,24.0,143,650,150.0
Charles Mingus – Mingus Ah Um,Columbia – CS 8171,US,"Vinyl, LP, Album, Stereo",Jazz,14 Sep 1959,"Hard Bop, Bop",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,Columbia 30th Street Studio,,$150.00,Charles Mingus , Mingus Ah Um,Columbia ,59,VG+,VG+,1.0,4.78,122.0,743,1170,150.0
Oliver Nelson – The Blues And The Abstract Truth,Impulse! – AS-5,US,"Vinyl, LP, Reissue, Repress, Stereo",Jazz,1965,"Hard Bop, Modal",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,,,$150.00,Oliver Nelson , The Blues And The Abstract Truth,Impulse! ,65,VG+,VG+,1.0,4.44,54.0,390,664,150.0
Miles Davis – 'Round About Midnight,Columbia – CL 949,US,"Vinyl, LP, Album, Mono",Jazz,04 Mar 1957,Hard Bop,Very Good (VG),Sleeve: Very Good (VG),99.5%,,,$157.50,Miles Davis , 'Round About Midnight,Columbia ,57,VG,VG,0.995,4.56,209.0,1942,1471,157.5
The Cecil Taylor Quintet* – Stereo Drive,United Artists Records – UAS 5014,US,"Vinyl, LP, Album, Stereo",Jazz,1959,"Hard Bop, Modal",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,,,$150.00,The Cecil Taylor Quintet* , Stereo Drive,United Artists Records ,59,VG+,VG+,1.0,4.33,9.0,67,162,150.0
Lee Morgan – Cornbread,Blue Note – BLP 4222,US,"Vinyl, LP, Album, Mono",Jazz,Jan 1967,"Hard Bop, Post Bop",Very Good Plus (VG+),Sleeve: Good Plus (G+),91.5%,"Van Gelder Studio, Englewood Cliffs, New Jersey","All Disc Records, Inc.",$150.59,Lee Morgan , Cornbread,Blue Note ,67,G+,VG+,0.915,4.38,47.0,395,528,150.59
"Sonny Rollins – Original Music From The Score ""Alfie""",Impulse! – A-9111,Canada,"Vinyl, LP, Mono, Gatefold",Jazz,1966,"Hard Bop, Post Bop",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.1%,,,$150.00,Sonny Rollins ," Original Music From The Score ""Alfie""",Impulse! ,66,VG+,VG+,0.991,3.0,1.0,11,41,150.0
